# Species	Genes	Alg.-Conn.	GCA_010727945.1_protein.faa	GCA_010728725.1_protein.faa	GCA_010730195.1_protein.faa	GCA_019456655.1_protein.faa	GCA_900292015.1_protein.faa
5	5	0.961	BBX47131.1	BBZ11424.1	BBZ42298.1	QYL22804.1	VDM86486.1
5	5	0.961	BBX47177.1	BBZ11386.1	BBZ42348.1	QYL22841.1	VDM86550.1
5	5	0.961	BBX47584.1	BBZ11039.1	BBZ36983.1	QYL23145.1	VDM86879.1
5	5	0.961	BBX47607.1	BBZ11012.1	BBZ37014.1	QYL23294.1	VDM86909.1
5	5	0.961	BBX47986.1	BBZ10601.1	BBZ37377.1	QYL23631.1	VDM87233.1
5	5	0.961	BBX48616.1	BBZ09981.1	BBZ38023.1	QYL24358.1	VDM87756.1
5	5	0.96	BBX46879.1	BBZ11617.1	BBZ42025.1	QYL25811.1	VDM91031.1
5	5	0.96	BBX48183.1	BBZ10431.1	BBZ37539.1	QYL23867.1	VDM87361.1
5	5	0.96	BBX48323.1	BBZ10307.1	BBZ37665.1	QYL24035.1	VDM87458.1
5	5	0.959	BBX45920.1	BBZ12695.1	BBZ40998.1	QYL21625.1	VDM90125.1
5	5	0.959	BBX46540.1	BBZ11985.1	BBZ41700.1	QYL22176.1	VDM90694.1
5	5	0.959	BBX46784.1	BBZ11703.1	BBZ41913.1	QYL22434.1	VDM90923.1
5	5	0.959	BBX47492.1	BBZ11148.1	BBZ42681.1	QYL23079.1	VDM86810.1
5	5	0.959	BBX47911.1	BBZ10721.1	BBZ37310.1	QYL25362.1	VDM87158.1
5	5	0.959	BBX48598.1	BBZ10005.1	BBZ38012.1	QYL24353.1	VDM87745.1
5	5	0.958	BBX45940.1	BBZ12659.1	BBZ41016.1	QYL21642.1	VDM90146.1
5	5	0.958	BBX46432.1	BBZ12145.1	BBZ41570.1	QYL21415.1	VDM90562.1
5	5	0.958	BBX46708.1	BBZ11810.1	BBZ41829.1	QYL22333.1	VDM90835.1
5	5	0.958	BBX46731.1	BBZ11791.1	BBZ41857.1	QYL22373.1	VDM90860.1
5	5	0.958	BBX46882.1	BBZ11613.1	BBZ42032.1	QYL22527.1	VDM91035.1
5	5	0.958	BBX47833.1	BBZ10828.1	BBZ37233.1	QYL23480.1	VDM87095.1
5	5	0.958	BBX48173.1	BBZ10442.1	BBZ37530.1	QYL23856.1	VDM87352.1
5	5	0.958	BBX48882.1	BBZ14698.1	BBZ38357.1	QYL24635.1	VDM87943.1
5	5	0.957	BBX44224.1	BBZ14335.1	BBZ38654.1	QYL24969.1	VDM88267.1
5	5	0.957	BBX44664.1	BBZ13884.1	BBZ39344.1	QYL20784.1	VDM88730.1
5	5	0.957	BBX46514.1	BBZ12003.1	BBZ41675.1	QYL22157.1	VDM90677.1
5	5	0.957	BBX46637.1	BBZ11862.1	BBZ41779.1	QYL22236.1	VDM90785.1
5	5	0.957	BBX48356.1	BBZ10277.1	BBZ37712.1	QYL24069.1	VDM87495.1
5	5	0.957	BBX48659.1	BBZ09924.1	BBZ38051.1	QYL24388.1	VDM87785.1
5	5	0.956	BBX45179.1	BBZ13440.1	BBZ40095.1	QYL20907.1	VDM89361.1
5	5	0.956	BBX45864.1	BBZ12795.1	BBZ40971.1	QYL21618.1	VDM90106.1
5	5	0.956	BBX46798.1	BBZ11690.1	BBZ41928.1	QYL22449.1	VDM90940.1
5	5	0.956	BBX47589.1	BBZ11035.1	BBZ36988.1	QYL23149.1	VDM86885.1
5	5	0.956	BBX47806.1	BBZ10867.1	BBZ37208.1	QYL23453.1	VDM87071.1
5	5	0.955	BBX44090.1	BBZ14461.1	BBZ38522.1	QYL24868.1	VDM88147.1
5	5	0.955	BBX45146.1	BBZ13469.1	BBZ40065.1	QYL20883.1	VDM89332.1
5	5	0.955	BBX45569.1	BBZ13101.1	BBZ40664.1	QYL21345.1	VDM89853.1
5	5	0.955	BBX45708.1	BBZ12908.1	BBZ40785.1	QYL21486.1	VDM89958.1
5	5	0.955	BBX45716.1	BBZ12900.1	BBZ40792.1	QYL21492.1	VDM89965.1
5	5	0.955	BBX45746.1	BBZ12878.1	BBZ40827.1	QYL21525.1	VDM90012.1
5	5	0.955	BBX46230.1	BBZ12366.1	BBZ41315.1	QYL21932.1	VDM90377.1
5	5	0.955	BBX46530.1	BBZ11998.1	BBZ41691.1	QYL22161.1	VDM90683.1
5	5	0.955	BBX47932.1	BBZ10662.1	BBZ37331.1	QYL23574.1	VDM87179.1
5	5	0.954	BBX44838.1	BBZ13815.1	BBZ39566.1	QYL20665.1	VDM88886.1
5	5	0.954	BBX45694.1	BBZ12919.1	BBZ40766.1	QYL21468.1	VDM89944.1
5	5	0.954	BBX46175.1	BBZ12393.1	BBZ41261.1	QYL21896.1	VDM90343.1
5	5	0.954	BBX46629.1	BBZ11885.1	BBZ41770.1	QYL22226.1	VDM90773.1
5	5	0.954	BBX48174.1	BBZ10441.1	BBZ37531.1	QYL23857.1	VDM87353.1
5	5	0.953	BBX44531.1	BBZ14018.1	BBZ39137.1	QYL25568.1	VDM88578.1
5	5	0.953	BBX44645.1	BBZ13901.1	BBZ39325.1	QYL20811.1	VDM88709.1
5	5	0.953	BBX44694.1	BBZ13857.1	BBZ39381.1	QYL25638.1	VDM88768.1
5	5	0.953	BBX44871.1	BBZ13764.1	BBZ39607.1	QYL20650.1	VDM88928.1
5	5	0.953	BBX45173.1	BBZ13446.1	BBZ40089.1	QYL20903.1	VDM89355.1
5	5	0.953	BBX45285.1	BBZ13346.1	BBZ40211.1	QYL21010.1	VDM89454.1
5	5	0.953	BBX45472.1	BBZ13187.1	BBZ40542.1	QYL21170.1	VDM89752.1
5	5	0.953	BBX45773.1	BBZ12846.1	BBZ40862.1	QYL25721.1	VDM90052.1
5	5	0.953	BBX45921.1	BBZ12694.1	BBZ40999.1	QYL21626.1	VDM90126.1
5	5	0.953	BBX46045.1	BBZ12516.1	BBZ41173.1	QYL21745.1	VDM90246.1
5	5	0.953	BBX46449.1	BBZ12114.1	BBZ41585.1	QYL21426.1	VDM90582.1
5	5	0.953	BBX48289.1	BBZ10337.1	BBZ39708.1	QYL23185.1	VDM89013.1
5	5	0.952	BBX44241.1	BBZ14318.1	BBZ38673.1	QYL24983.1	VDM88284.1
5	5	0.952	BBX44245.1	BBZ14314.1	BBZ38677.1	QYL24986.1	VDM88288.1
5	5	0.952	BBX44495.1	BBZ14061.1	BBZ39108.1	QYL25193.1	VDM88534.1
5	5	0.952	BBX45248.1	BBZ13380.1	BBZ40173.1	QYL20971.1	VDM89420.1
5	5	0.952	BBX45396.1	BBZ13266.1	BBZ40469.1	QYL21090.1	VDM89683.1
5	5	0.952	BBX45782.1	BBZ12841.1	BBZ40868.1	QYL21569.1	VDM90057.1
5	5	0.952	BBX46305.1	BBZ12280.1	BBZ41389.1	QYL22024.1	VDM90433.1
5	5	0.952	BBX46839.1	BBZ11649.1	BBZ41981.1	QYL22474.1	VDM91002.1
5	5	0.952	BBX46994.1	BBZ11540.1	BBZ42257.1	QYL25836.1	VDM91149.1
5	5	0.952	BBX47895.1	BBZ10735.1	BBZ37297.1	QYL23535.1	VDM87145.1
5	5	0.952	BBX47928.1	BBZ10666.1	BBZ37327.1	QYL23570.1	VDM87175.1
5	5	0.952	BBX48635.1	BBZ09959.1	BBZ38041.1	QYL24376.1	VDM87777.1
5	5	0.951	BBX44414.1	BBZ14136.1	BBZ39035.1	QYL25118.1	VDM88460.1
5	5	0.951	BBX44654.1	BBZ13892.1	BBZ39332.1	QYL20803.1	VDM88716.1
5	5	0.951	BBX45160.1	BBZ13459.1	BBZ40075.1	QYL20891.1	VDM89342.1
5	5	0.951	BBX46216.1	BBZ12379.1	BBZ41302.1	QYL21920.1	VDM90364.1
5	5	0.951	BBX47002.1	BBZ11532.1	BBZ42248.1	QYL22616.1	VDM91156.1
5	5	0.951	BBX48139.1	BBZ10473.1	BBZ37501.1	QYL23816.1	VDM87319.1
5	5	0.951	BBX48457.1	BBZ10157.1	BBZ37822.1	QYL24844.1	VDM87638.1
5	5	0.951	BBX48615.1	BBZ09982.1	BBZ38022.1	QYL24357.1	VDM87755.1
5	5	0.95	BBX44036.1	BBZ14554.1	BBZ38485.1	QYL24800.1	VDM88077.1
5	5	0.95	BBX45169.1	BBZ13450.1	BBZ40085.1	QYL20899.1	VDM89351.1
5	5	0.95	BBX45212.1	BBZ13413.1	BBZ40122.1	QYL20933.1	VDM89390.1
5	5	0.95	BBX46067.1	BBZ12496.1	BBZ41192.1	QYL21825.1	VDM90264.1
5	5	0.95	BBX46300.1	BBZ12284.1	BBZ41385.1	QYL22020.1	VDM90426.1
5	5	0.95	BBX46771.1	BBZ11721.1	BBZ41905.1	QYL22418.1	VDM90913.1
5	5	0.95	BBX46991.1	BBZ11544.1	BBZ42259.1	QYL22609.1	VDM91148.1
5	5	0.95	BBX47825.1	BBZ10835.1	BBZ37226.1	QYL23471.1	VDM87090.1
5	5	0.95	BBX48471.1	BBZ10131.1	BBZ37848.1	QYL24209.1	VDM87654.1
5	5	0.95	BBX48526.1	BBZ10082.1	BBZ37919.1	QYL24255.1	VDM87698.1
5	5	0.95	BBX48634.1	BBZ09960.1	BBZ38040.1	QYL24375.1	VDM87776.1
5	5	0.949	BBX44431.1	BBZ14115.1	BBZ39053.1	QYL25555.1	VDM88479.1
5	5	0.949	BBX44510.1	BBZ14043.1	BBZ39121.1	QYL25205.1	VDM88548.1
5	5	0.949	BBX44595.1	BBZ13948.1	BBZ39269.1	QYL20274.1	VDM88671.1
5	5	0.949	BBX45074.1	BBZ13562.1	BBZ39938.1	QYL20358.1	VDM89234.1
5	5	0.949	BBX45088.1	BBZ13530.1	BBZ40002.1	QYL20338.1	VDM89265.1
5	5	0.949	BBX46221.1	BBZ12373.1	BBZ41308.1	QYL21925.1	VDM90369.1
5	5	0.949	BBX46451.1	BBZ12112.1	BBZ41587.1	QYL21428.1	VDM90584.1
5	5	0.949	BBX46561.1	BBZ11962.1	BBZ41717.1	QYL22194.1	VDM90713.1
5	5	0.949	BBX46680.1	BBZ11834.1	BBZ41809.1	QYL22308.1	VDM90813.1
5	5	0.949	BBX46819.1	BBZ11669.1	BBZ41950.1	QYL22462.1	VDM90961.1
5	5	0.949	BBX46883.1	BBZ11612.1	BBZ42033.1	QYL22528.1	VDM91036.1
5	5	0.949	BBX47568.1	BBZ11096.1	BBZ36961.1	QYL23134.1	VDM86853.1
5	5	0.949	BBX47801.1	BBZ10872.1	BBZ37203.1	QYL23449.1	VDM87066.1
5	5	0.949	BBX47802.1	BBZ10871.1	BBZ37204.1	QYL25353.1	VDM87067.1
5	5	0.949	BBX47864.1	BBZ10792.1	BBZ37267.1	QYL23519.1	VDM87114.1
5	5	0.949	BBX48363.1	BBZ10271.1	BBZ37720.1	QYL25435.1	VDM87502.1
5	5	0.948	BBX44038.1	BBZ14552.1	BBZ38489.1	QYL24805.1	VDM88079.1
5	5	0.948	BBX45268.1	BBZ13366.1	BBZ40193.1	QYL20988.1	VDM89434.1
5	5	0.948	BBX45272.1	BBZ13359.1	BBZ40196.1	QYL20992.1	VDM89437.1
5	5	0.948	BBX45503.1	BBZ13161.1	BBZ40573.1	QYL21200.1	VDM89777.1
5	5	0.948	BBX46160.1	BBZ12436.1	BBZ41245.1	QYL21888.1	VDM90333.1
5	5	0.948	BBX48212.1	BBZ10402.1	BBZ37578.1	QYL23885.1	VDM87391.1
5	5	0.948	BBX48477.1	BBZ10124.1	BBZ37862.1	QYL24215.1	VDM87663.1
5	5	0.948	BBX48901.1	BBZ14689.1	BBZ38364.1	QYL24641.1	VDM87950.1
5	5	0.947	BBX45697.1	BBZ12916.1	BBZ40771.1	QYL21473.1	VDM89947.1
5	5	0.947	BBX45721.1	BBZ12895.1	BBZ40797.1	QYL21497.1	VDM89970.1
5	5	0.947	BBX45724.1	BBZ12892.1	BBZ40800.1	QYL21499.1	VDM89973.1
5	5	0.947	BBX46222.1	BBZ12372.1	BBZ41309.1	QYL21926.1	VDM90370.1
5	5	0.947	BBX46366.1	BBZ12207.1	BBZ41458.1	QYL21358.1	VDM90496.1
5	5	0.947	BBX46692.1	BBZ11825.1	BBZ41818.1	QYL22319.1	VDM90822.1
5	5	0.947	BBX47636.1	BBZ10983.1	BBZ37044.1	QYL22366.1	VDM86935.1
5	5	0.947	BBX47698.1	BBZ10947.1	BBZ37118.1	QYL23365.1	VDM86980.1
5	5	0.947	BBX48518.1	BBZ10092.1	BBZ37911.1	QYL24249.1	VDM87688.1
5	5	0.947	BBX48822.1	BBZ14739.1	BBZ38297.1	QYL24542.1	VDM87877.1
5	5	0.946	BBX45704.1	BBZ12909.1	BBZ40778.1	QYL21482.1	VDM89955.1
5	5	0.946	BBX46487.1	BBZ12031.1	BBZ41644.1	QYL22134.1	VDM90643.1
5	5	0.946	BBX47444.1	BBZ11218.1	BBZ42623.1	QYL22580.1	VDM86765.1
5	5	0.946	BBX48164.1	BBZ10451.1	BBZ37522.1	QYL23848.1	VDM87346.1
5	5	0.946	BBX48416.1	BBZ10201.1	BBZ37780.1	QYL24159.1	VDM87602.1
5	5	0.945	BBX44089.1	BBZ14462.1	BBZ38521.1	QYL24867.1	VDM88146.1
5	5	0.945	BBX44206.1	BBZ14351.1	BBZ38640.1	QYL25530.1	VDM88251.1
5	5	0.945	BBX44247.1	BBZ14312.1	BBZ38679.1	QYL25538.1	VDM88290.1
5	5	0.945	BBX44373.1	BBZ14175.1	BBZ39008.1	QYL25096.1	VDM88428.1
5	5	0.945	BBX44416.1	BBZ14134.1	BBZ39037.1	QYL25120.1	VDM88462.1
5	5	0.945	BBX44492.1	BBZ14064.1	BBZ39105.1	QYL25191.1	VDM88531.1
5	5	0.945	BBX44897.1	BBZ13740.1	BBZ39628.1	QYL20609.1	VDM88957.1
5	5	0.945	BBX45383.1	BBZ13282.1	BBZ40442.1	QYL21073.1	VDM89654.1
5	5	0.945	BBX45543.1	BBZ13124.1	BBZ40634.1	QYL21292.1	VDM89826.1
5	5	0.945	BBX45859.1	BBZ12799.1	BBZ40962.1	QYL21610.1	VDM90101.1
5	5	0.945	BBX47517.1	BBZ11120.1	BBZ42715.1	QYL23114.1	VDM86835.1
5	5	0.945	BBX47803.1	BBZ10870.1	BBZ37205.1	QYL23450.1	VDM87068.1
5	5	0.945	BBX48500.1	BBZ10109.1	BBZ37895.1	QYL24221.1	VDM87672.1
5	5	0.944	BBX45073.1	BBZ13563.1	BBZ39937.1	QYL20360.1	VDM89233.1
5	5	0.944	BBX45152.1	BBZ13463.1	BBZ40071.1	QYL20887.1	VDM89338.1
5	5	0.944	BBX45844.1	BBZ12814.1	BBZ40931.1	QYL21593.1	VDM90082.1
5	5	0.944	BBX45933.1	BBZ12668.1	BBZ41008.1	QYL21630.1	VDM90134.1
5	5	0.944	BBX46220.1	BBZ12375.1	BBZ41306.1	QYL21924.1	VDM90368.1
5	5	0.944	BBX46233.1	BBZ12363.1	BBZ41317.1	QYL21941.1	VDM90379.1
5	5	0.944	BBX46538.1	BBZ11988.1	BBZ41696.1	QYL22172.1	VDM90692.1
5	5	0.944	BBX46688.1	BBZ11829.1	BBZ41814.1	QYL22316.1	VDM90818.1
5	5	0.944	BBX47890.1	BBZ10743.1	BBZ37291.1	QYL25359.1	VDM87140.1
5	5	0.944	BBX47922.1	BBZ10672.1	BBZ37321.1	QYL23563.1	VDM87169.1
5	5	0.944	BBX47961.1	BBZ10639.1	BBZ37348.1	QYL23591.1	VDM87204.1
5	5	0.944	BBX48193.1	BBZ10422.1	BBZ37552.1	QYL23875.1	VDM87373.1
5	5	0.944	BBX48409.1	BBZ10219.1	BBZ37771.1	QYL24119.1	VDM87590.1
5	5	0.944	BBX48426.1	BBZ10191.1	BBZ37790.1	QYL24182.1	VDM87612.1
5	5	0.944	BBX48514.1	BBZ10095.1	BBZ37908.1	QYL24246.1	VDM87685.1
5	5	0.944	BBX48619.1	BBZ09978.1	BBZ38026.1	QYL24361.1	VDM87759.1
5	5	0.943	BBX45083.1	BBZ13552.1	BBZ39980.1	QYL24749.1	VDM89245.1
5	5	0.943	BBX45506.1	BBZ11342.1	BBZ42360.1	QYL22939.1	VDM90418.1
5	5	0.943	BBX46353.1	BBZ12224.1	BBZ41444.1	QYL22105.1	VDM90481.1
5	5	0.943	BBX47143.1	BBZ11413.1	BBZ42311.1	QYL22814.1	VDM91291.1
5	5	0.943	BBX47913.1	BBZ10719.1	BBZ37312.1	QYL23548.1	VDM87160.1
5	5	0.943	BBX48008.1	BBZ10575.1	BBZ37400.1	QYL23662.1	VDM87252.1
5	5	0.943	BBX48231.1	BBZ10384.1	BBZ37590.1	QYL23897.1	VDM87400.1
5	5	0.943	BBX48520.1	BBZ10090.1	BBZ37913.1	QYL25456.1	VDM87690.1
5	5	0.942	BBX44207.1	BBZ14350.1	BBZ38641.1	QYL24953.1	VDM88252.1
5	5	0.942	BBX44254.1	BBZ14310.1	BBZ38686.1	QYL24991.1	VDM88297.1
5	5	0.942	BBX44476.1	BBZ14078.1	BBZ39097.1	QYL25173.1	VDM88519.1
5	5	0.942	BBX45260.1	BBZ13373.1	BBZ40186.1	QYL20983.1	VDM89427.1
5	5	0.942	BBX46019.1	BBZ12553.1	BBZ41152.1	QYL21717.1	VDM90220.1
5	5	0.942	BBX46632.1	BBZ11882.1	BBZ41773.1	QYL22229.1	VDM90776.1
5	5	0.942	BBX46717.1	BBZ11805.1	BBZ41834.1	QYL22351.1	VDM90844.1
5	5	0.942	BBX46725.1	BBZ11799.1	BBZ41841.1	QYL22356.1	VDM90848.1
5	5	0.942	BBX46748.1	BBZ11776.1	BBZ41867.1	QYL22382.1	VDM90870.1
5	5	0.942	BBX47475.1	BBZ11178.1	BBZ42655.1	QYL23053.1	VDM86794.1
5	5	0.942	BBX47992.1	BBZ10594.1	BBZ37380.1	QYL23640.1	VDM87236.1
5	5	0.941	BBX44123.1	BBZ14415.1	BBZ38553.1	QYL24894.1	VDM88184.1
5	5	0.941	BBX44337.1	BBZ14203.1	BBZ38982.1	QYL25060.1	VDM88396.1
5	5	0.941	BBX45242.1	BBZ13386.1	BBZ40167.1	QYL20965.1	VDM89414.1
5	5	0.941	BBX45432.1	BBZ13221.1	BBZ40504.1	QYL21109.1	VDM89718.1
5	5	0.941	BBX45843.1	BBZ12815.1	BBZ40930.1	QYL21592.1	VDM90081.1
5	5	0.941	BBX45847.1	BBZ12811.1	BBZ40934.1	QYL21595.1	VDM90085.1
5	5	0.941	BBX45848.1	BBZ12810.1	BBZ40937.1	QYL21596.1	VDM90088.1
5	5	0.941	BBX46055.1	BBZ12507.1	BBZ41181.1	QYL21787.1	VDM90254.1
5	5	0.941	BBX46678.1	BBZ11836.1	BBZ41807.1	QYL22306.1	VDM90811.1
5	5	0.941	BBX46701.1	BBZ11817.1	BBZ41821.1	QYL22325.1	VDM90828.1
5	5	0.941	BBX46929.1	BBZ11562.1	BBZ42135.1	QYL25716.1	VDM91133.1
5	5	0.941	BBX48445.1	BBZ10170.1	BBZ37809.1	QYL24186.1	VDM87623.1
5	5	0.941	BBX48531.1	BBZ10077.1	BBZ37924.1	QYL24262.1	VDM87703.1
5	5	0.941	BBX48623.1	BBZ09974.1	BBZ38030.1	QYL24365.1	VDM87763.1
5	5	0.941	BBX48852.1	BBZ14709.1	BBZ38332.1	QYL24628.1	VDM87927.1
5	5	0.94	BBX44035.1	BBZ14555.1	BBZ38484.1	QYL24799.1	VDM88076.1
5	5	0.94	BBX44233.1	BBZ14325.1	BBZ38666.1	QYL24977.1	VDM88277.1
5	5	0.94	BBX44564.1	BBZ13979.1	BBZ39184.1	QYL25254.1	VDM88649.1
5	5	0.94	BBX44571.1	BBZ13972.1	BBZ39244.1	QYL25259.1	VDM88656.1
5	5	0.94	BBX44607.1	BBZ13937.1	BBZ39282.1	QYL20285.1	VDM88683.1
5	5	0.94	BBX44623.1	BBZ13919.1	BBZ39306.1	QYL20828.1	VDM88700.1
5	5	0.94	BBX45188.1	BBZ13432.1	BBZ40103.1	QYL20915.1	VDM89371.1
5	5	0.94	BBX45625.1	BBZ12993.1	BBZ40707.1	QYL24536.1	VDM89894.1
5	5	0.94	BBX45699.1	BBZ12914.1	BBZ40773.1	QYL21475.1	VDM89949.1
5	5	0.94	BBX45732.1	BBZ12884.1	BBZ40808.1	QYL21508.1	VDM89980.1
5	5	0.94	BBX46234.1	BBZ12362.1	BBZ41318.1	QYL21942.1	VDM90380.1
5	5	0.94	BBX46396.1	BBZ12183.1	BBZ41536.1	QYL21383.1	VDM90535.1
5	5	0.94	BBX46485.1	BBZ12033.1	BBZ41642.1	QYL25774.1	VDM90641.1
5	5	0.94	BBX46633.1	BBZ11881.1	BBZ41774.1	QYL22230.1	VDM90777.1
5	5	0.94	BBX47574.1	BBZ11089.1	BBZ36967.1	QYL23140.1	VDM86857.1
5	5	0.94	BBX47979.1	BBZ10606.1	BBZ37373.1	QYL23621.1	VDM87229.1
5	5	0.94	BBX47999.1	BBZ10585.1	BBZ37391.1	QYL25377.1	VDM87245.1
5	5	0.94	BBX48455.1	BBZ10159.1	BBZ37820.1	QYL24195.1	VDM87635.1
5	5	0.94	BBX48624.1	BBZ09973.1	BBZ38031.1	QYL24366.1	VDM87764.1
5	5	0.939	BBX44406.1	BBZ14154.1	BBZ39025.1	QYL25114.1	VDM88443.1
5	5	0.939	BBX44477.1	BBZ14077.1	BBZ39098.1	QYL25562.1	VDM88520.1
5	5	0.939	BBX44923.1	BBZ13712.1	BBZ39662.1	QYL20537.1	VDM88982.1
5	5	0.939	BBX45108.1	BBZ13513.1	BBZ40025.1	QYL20318.1	VDM89292.1
5	5	0.939	BBX45218.1	BBZ13408.1	BBZ40132.1	QYL20942.1	VDM89400.1
5	5	0.939	BBX45274.1	BBZ13357.1	BBZ40198.1	QYL25662.1	VDM89439.1
5	5	0.939	BBX45514.1	BBZ13152.1	BBZ40580.1	QYL21240.1	VDM89786.1
5	5	0.939	BBX45994.1	BBZ12567.1	BBZ41117.1	QYL21701.1	VDM90206.1
5	5	0.939	BBX46450.1	BBZ12113.1	BBZ41586.1	QYL21427.1	VDM90583.1
5	5	0.939	BBX46458.1	BBZ12097.1	BBZ41599.1	QYL25031.1	VDM90597.1
5	5	0.939	BBX46666.1	BBZ11849.1	BBZ41796.1	QYL22249.1	VDM90801.1
5	5	0.939	BBX46800.1	BBZ11688.1	BBZ41930.1	QYL22450.1	VDM90942.1
5	5	0.939	BBX46831.1	BBZ11657.1	BBZ41973.1	QYL23216.1	VDM90994.1
5	5	0.939	BBX47771.1	BBZ10876.1	BBZ37200.1	QYL25352.1	VDM87059.1
5	5	0.939	BBX48931.1	BBZ14642.1	BBZ38407.1	QYL24678.1	VDM87985.1
5	5	0.939	BBX48962.1	BBZ14614.1	BBZ38447.1	QYL24718.1	VDM88044.1
5	5	0.938	BBX44827.1	BBZ13831.1	BBZ42596.1	QYL25541.1	VDM86739.1
5	5	0.938	BBX45097.1	BBZ13522.1	BBZ40016.1	QYL20330.1	VDM89280.1
5	5	0.938	BBX45151.1	BBZ13464.1	BBZ40070.1	QYL20886.1	VDM89337.1
5	5	0.938	BBX45515.1	BBZ13151.1	BBZ40581.1	QYL25687.1	VDM89787.1
5	5	0.938	BBX45693.1	BBZ12920.1	BBZ40765.1	QYL21467.1	VDM89943.1
5	5	0.938	BBX45961.1	BBZ12604.1	BBZ41066.1	QYL21677.1	VDM90165.1
5	5	0.938	BBX46047.1	BBZ12514.1	BBZ41174.1	QYL21747.1	VDM90248.1
5	5	0.938	BBX46624.1	BBZ11890.1	BBZ41765.1	QYL22221.1	VDM90768.1
5	5	0.938	BBX46718.1	BBZ11804.1	BBZ41835.1	QYL22352.1	VDM90845.1
5	5	0.938	BBX46840.1	BBZ11648.1	BBZ41982.1	QYL22475.1	VDM91003.1
5	5	0.938	BBX47557.1	BBZ11109.1	BBZ36950.1	QYL23122.1	VDM86845.1
5	5	0.938	BBX48798.1	BBZ14750.1	BBZ38183.1	QYL24476.1	VDM87862.1
5	5	0.937	BBX44399.1	BBZ14160.1	BBZ39018.1	QYL25109.1	VDM88437.1
5	5	0.937	BBX44420.1	BBZ14130.1	BBZ39041.1	QYL25124.1	VDM88466.1
5	5	0.937	BBX44566.1	BBZ13977.1	BBZ39186.1	QYL25256.1	VDM88651.1
5	5	0.937	BBX44587.1	BBZ13956.1	BBZ39259.1	QYL25271.1	VDM88665.1
5	5	0.937	BBX45669.1	BBZ12948.1	BBZ40750.1	QYL24493.1	VDM89928.1
5	5	0.937	BBX45783.1	BBZ12840.1	BBZ40869.1	QYL21570.1	VDM90058.1
5	5	0.937	BBX45841.1	BBZ12816.1	BBZ40906.1	QYL21591.1	VDM90080.1
5	5	0.937	BBX46043.1	BBZ12518.1	BBZ41171.1	QYL21743.1	VDM90244.1
5	5	0.937	BBX46231.1	BBZ12365.1	BBZ41316.1	QYL21933.1	VDM90378.1
5	5	0.937	BBX46388.1	BBZ12190.1	BBZ41480.1	QYL21378.1	VDM90522.1
5	5	0.937	BBX46551.1	BBZ11972.1	BBZ41707.1	QYL22184.1	VDM90703.1
5	5	0.937	BBX46777.1	BBZ11707.1	BBZ41909.1	QYL22430.1	VDM90919.1
5	5	0.937	BBX47558.1	BBZ11108.1	BBZ39075.1	QYL23125.1	VDM88499.1
5	5	0.937	BBX47901.1	BBZ10729.1	BBZ37303.1	QYL23540.1	VDM87151.1
5	5	0.937	BBX47924.1	BBZ10670.1	BBZ37323.1	QYL23565.1	VDM87171.1
5	5	0.937	BBX48135.1	BBZ10477.1	BBZ37496.1	QYL23764.1	VDM87314.1
5	5	0.937	BBX48247.1	BBZ10372.1	BBZ37601.1	QYL23899.1	VDM87404.1
5	5	0.937	BBX48326.1	BBZ10304.1	BBZ37671.1	QYL24038.1	VDM87462.1
5	5	0.937	BBX48396.1	BBZ10229.1	BBZ37759.1	QYL24106.1	VDM87561.1
5	5	0.937	BBX48861.1	BBZ14703.1	BBZ38339.1	QYL24634.1	VDM87934.1
5	5	0.936	BBX44194.1	BBZ14369.1	BBZ38630.1	QYL24927.1	VDM88239.1
5	5	0.936	BBX44976.1	BBZ13668.1	BBZ39716.1	QYL20484.1	VDM89020.1
5	5	0.936	BBX45092.1	BBZ13527.1	BBZ40011.1	QYL20335.1	VDM89275.1
5	5	0.936	BBX45468.1	BBZ13192.1	BBZ40537.1	QYL21166.1	VDM89747.1
5	5	0.936	BBX45533.1	BBZ13134.1	BBZ40598.1	QYL21269.1	VDM89808.1
5	5	0.936	BBX46460.1	BBZ12095.1	BBZ41601.1	QYL25029.1	VDM90599.1
5	5	0.936	BBX46497.1	BBZ12020.1	BBZ41656.1	QYL22144.1	VDM90652.1
5	5	0.936	BBX46682.1	BBZ11832.1	BBZ41811.1	QYL22310.1	VDM90815.1
5	5	0.936	BBX46770.1	BBZ11722.1	BBZ41904.1	QYL22417.1	VDM90912.1
5	5	0.936	BBX46791.1	BBZ11697.1	BBZ41919.1	QYL22444.1	VDM90930.1
5	5	0.936	BBX46863.1	BBZ11626.1	BBZ42013.1	QYL22496.1	VDM91021.1
5	5	0.936	BBX46997.1	BBZ11537.1	BBZ42253.1	QYL22613.1	VDM91151.1
5	5	0.936	BBX47595.1	BBZ11028.1	BBZ36996.1	QYL23161.1	VDM86892.1
5	5	0.936	BBX47850.1	BBZ10805.1	BBZ37249.1	QYL23500.1	VDM87107.1
5	5	0.936	BBX48124.1	BBZ10493.1	BBZ37484.1	QYL23750.1	VDM87301.1
5	5	0.936	BBX48161.1	BBZ10454.1	BBZ37519.1	QYL23845.1	VDM87343.1
5	5	0.936	BBX48258.1	BBZ10367.1	BBZ37609.1	QYL23939.1	VDM87410.1
5	5	0.936	BBX48319.1	BBZ10313.1	BBZ37661.1	QYL24031.1	VDM87454.1
